,Title,Price,Location,Description,Posted_time
1398,🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី ខណ្ឌសែនសុខ ត្រូវការលក់បន្ទាន់​,"$54,000",Phnom Penh,"(English Below)🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី (ភ្នំពេញថ្មី) ខណ្ឌសែនសុ",2 hours ago
1399,2Bedroom for sale at J-Tower 2 Condo  (No furniture),"$225,000",Phnom Penh,"Code: J21062Bedroom for sale at J-Tower 2 Condo (No furniture)• Location: Street 398, BKK1, Phnom Penh",2 hours ago
1400,វីឡាលើអាកាស ទីតាំងជ្រោយចង្វា Morgan Enmaison,"$537,208",Phnom Penh,Morgan Enimaison ខុនដូរមាត់ទន្លេPenthouse: វីឡាលើអាកាសBuilding 2#51F-06Size: 153.05m2Original price:  $596,59 minutes ago
1401,Penthouse ទួលគោកលក់បង្ហើយ,"$570,000",Phnom Penh,"🏢 ខុនដូ Time Square 2ស្ថិតនៅតំបន់មានសក្តានុពលសំណង់ហើយ 100% ✅ជាប្រភេទបន្ទប់ Penthouse[""\ud83d""]\",1 hour ago
1402,Star bay កំពង់សោម ,"$60,000",Preah Sihanouk,🏙ខុនដូ 𝐒𝐓𝐀𝐑 𝐁𝐀𝐘 កំពង់សោម       ☎️.016470918 តម្លៃត្រឹមតែ55000$ ឡេីងទៅទិញភ្លាមចូលនៅភ្លាមម,1 hour ago
1403,លក់ប្រញ៉ាប់ ខុនដូទួលគោក,"$75,000",Phnom Penh,"ខុនដូរទិញភ្លាមចូលនៅភ្លាមលក់បន្ទាន់2យូនីត ប្រភេទ Studio design 1bedroom ( បង់$22,500 ចូលនៅបានភ្លាម )[""\ud83d""]\",1 hour ago
1404,Condo orkide for sale,"$53,000",Phnom Penh,បន្ទប់ខុនដូអរគីដេ ២០០៤ សម្រាប់លក់តម្លៃ$53000 នៅជិតសាលាណតប្រ៊ីជមានសម្ភារ:ប្រើប្រាស់គ្រប់ *ទំហំ32ម៉ែត្រការ៉េ,1 hour ago
1405,2បន្ទប់គេង ចូលនៅភ្លាម,"$125,292",Phnom Penh,🔥លក់បន្ទាន់ខុនដូ > ទិញភ្លាមចូលនៅភ្លាម   💥 Two Bedrooms 💥 Size: 76ម៉ែត្រ,1 hour ago
1406,តម្លៃពិសេស ខុនដូទួលគោក,"$75,000",Phnom Penh,"បង់មុនត្រឹមតែ 22,500$ តែបុណ្តោះ ក្លាយជាម្ចាស់ខុនដូភ្លាមៗ 70% បង់រយៈពេល 36 ខែដោយគ្មានការប្រាក់ អាចបត់បែនបាន ",1 hour ago
1407,លក់បង្ហេីយ ខុនដូទួលគោក,"$75,000",Phnom Penh,"✔️ បង់មុន 22,500$ ចូលនៅបានឬដាក់ជួលបាន        👁‍🗨ទីតាំង ជិតផ្សា TK Avenue/Toul",1 hour ago
1408,"Condo ជ្រោយចង្វា $39,800 បង់៥ឆ្នាំគ្មានការប្រាក់","$39,800",Phnom Penh,"Unit:1216Floor: 12Size:29.8m2Net: 24 m2Full price:45,800$Discount price:39,800$Booking:2000$SPA 30%:11,",1 hour ago
1409,Condo លក់ រឺ (ជួល ១ ខែ 500$),"$74,999",Phnom Penh,ខុនដូរលក់ប្រញាប់លុយសម័យកូវិត.ធានាតំលៃក្រោមទីផ្សារ.ឪកាសចំនិញច្រើន.ព្រោះម្ចាស់កុនលុយ. condo pent house ទល់មុខអុី,1 hour ago
1410,Wealth Mansion 3bedroom best of view,"$256,015",Phnom Penh,🏢Wealth Mansion 🔹Type G : 3Bedrooms🔹Size :      128.14m2🔹Floor ,1 hour ago
1411,វិមានលើអាកាស penthouse (624m2),$3,Phnom Penh,"Penthouse លំដាប់អភិជន ធំស្អាតជាងគេ Size:624m2Price,$3M6bedroom 7bathroom Down payment 30%Installment 70m",1 hour ago
1412,High Floor Flat Villa,"$1,250,650",Phnom Penh,🔥ខុនដូ 𝐖𝐞𝐚𝐥𝐭𝐡 𝐌𝐚𝐧𝐬𝐢𝐨𝐧 លំដាប់ផ្កាយ5  ✅ អគារដំបូងគេជិតស្ពានជ្រោយចង្វារបំផុត  ✅ ផ្តល់គុណតម,1 hour ago
1413,លក់បន្ទាន់,"$45,000",Phnom Penh,ស្ទូឌីយូអាផាតមិនសម្រាប់លក់នៅដូនពេញ រាជធានីភ្នំពេញ📌ត្រឹម 2 នាទីពីផ្សារធំថ្មី➡ កន្លែងគេង 1  |,1 hour ago
1414,Riverside - River view Studio room urgent sale,"$62,000",Phnom Penh,Studio Room River View For Sale📍Located Riverside 2min From Night Market ▪️ Studio Room,1 hour ago
1415,Condo urgent sale in Sensok,"$60,000",Phnom Penh,"📣✨🏠Condo for Sale✨📣💲Selling Price: $60,000[""\ud83d""]\udd3",1 hour ago
1416,ខុនដូ 2បន្ទប់គេង លក់បន្ទាន់,"$145,000",Phnom Penh,2បន្ទប់គេង សម្រាប់លក់នៅមាត់ទន្លេ រាជធានីភ្នំពេញ📌 ត្រឹម 2 នាទីពីផ្សាររាត្រី➡️ បន្ទប់គេង ,1 hour ago
1417,3បន្ទប់គេង1ជាន់មានតែមួយ,"$360,000",Phnom Penh,"Le cond’eBkk1 Unit : 801Floor 8Size :167,15 (Gross)Unit Type: 01(3bedrooms)- full price : $ 548,215- Aft",1 hour ago
1418,Whole Building In Phnom Penh,"$79,000,000",Phnom Penh,Condo Building For Sale12FloorTotal 692UnitStudio Room 6921Bedroom 692Price $79Million (Negotiate)Buildi,1 hour ago
1419,Studioroom Floor18 unit 18 Great Numbers only one Unit at Royal Group Platinum,"$99,999",Phnom Penh,Royal Group Platinum Condominiums💎💎💎Unit type: StudioroomFloor: 18Room: 1,1 hour ago
1420,Condo ម្ចាស់លក់បន្ទាន់ នៅទួលគោក Time Square 2,"$58,000",Phnom Penh,🌆Time Square 2  Near TK Avenue Mall———————————————————————1/Unit resale 👉Unit 17E\ud,1 hour ago
1421,Time Square 2,"$69,000",Phnom Penh,𝗧𝗜𝗠𝗘 𝗦𝗤𝗨𝗔𝗥𝗘 𝟮 𝗧𝗢𝗪𝗘𝗥Aristocratic Toul Kork areas---------------------------𝗙𝗼𝗿 𝗦𝗮𝗹𝗲 𝗮𝗻𝗱 𝗥𝗲𝗻𝘁👉Uni,1 hour ago
1422,Boeng Snor area| 1 bedroom condominium for sale| Rooftop terrace & Gym,"$55,000",Phnom Penh,"1 bedroom condominium for sale in Boeng Snor area| Rooftop terrace & GymSelling price: 55,000$Prop",1 hour ago
1423,"In front of Aeon mall Phnom Penh | Beautiful 4 bedrooms penthouse for sale | Pool, Gym & Sky-bar |","$970,000",Phnom Penh,"Beautiful 4 bedrooms penthouse for sale In front of Aeon mall Phnom Penh | Pool, Gym & Sky-bar |Sale P",1 hour ago
1424,"7 Makara area| Brand new 1 bedroom condominium for sale| Swimming pool, gym and sauna","$55,000",Phnom Penh,"Brand new 1 bedroom condominium for sale in 7 Makara area| Swimming pool, gym and saunaSelling price: $55,",1 hour ago
1425,ខុនដូទំនេីបមានប្លង់រឹង100%,"$147,595",Phnom Penh,Unit #3-1114ខុនដូ2បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1207ទំនាក់ទំនង​បន្ថែម​01232,2 hours ago
1426,1 bedroom 51sqm bkk2,"$60,000",Phnom Penh,New condominium 1 bedroom 51sqm 19th floor and fully facility | hard tittle from developerPrice one bedroom 5,2 hours ago
1427,ខុនដូ សង់ហើយ អាចចូលស្នាក់នៅបាន,"$83,251",Phnom Penh,"Prince Huanyu ការបង់ប្រាក់ងាយស្រួល មានប្រភេទបន្ទប់ Studio room 1bedroom 2bedroom 3bedroom Information[""\ud83d""]\",2 hours ago
1428,3Bed-Free Fully Furniture Move in,"$277,932",Phnom Penh,"*Unit 1111-Size 105.93Sqm-Type 3Bedroom/2Bathroom-Original Price $321,383*Price After Discount $277,932-B",2 hours ago
1429,Phenthouse ផ្តល់ជូនពិសេស,"$2,735,490",Phnom Penh,Best Offer 1Year Pay0123289820969249289 (Telegram),2 hours ago
1430,"ខុនដូទួលគោក បង់$22,500ចូលនៅភ្លាម","$75,000",Phnom Penh,"✅ ទីតាំងcondoនៅ ភ្នំពេញ  ទួលគោក👉បង់មុនត្រឹន$22,500ចូលនៅភ្លាម✅ នៅក្បែរ ផ្សារ TK  ទួលគោ",2 hours ago
1431,លក់បន្ទាន់ ខុនដូនៅទួលគោក,"$75,000",Phnom Penh,"បង់មុនត្រឹមតែ 22,500$ តែបុណ្តោះ ក្លាយជាម្ចាស់ខុនដូភ្លាមៗ 70% បង់រយៈពេល 36 ខែដោយគ្មានការប្រាក់ អាចបត់បែនបាន ",2 hours ago
1432,បង់មុន 10% ចូលនៅបាន,"$125,403",Phnom Penh,"បង់ $37,621ចូលនៅបានភ្លាម ខុនដូនៅទួលគោកType : Studio Room Size : 36.25 m2 Original price : $143,602Special",2 hours ago
1433,ខុនដូលក់បន្ទាន់ រឺជួល,"$26,000",Phnom Penh,ខុនដូលក់បន្ទាន់ ព្រោះត្រូវការលុយបង្វិល។ បើបងប្អូនចង់បានគ្រាន់តែបង់មុន30% ហើយសល់ប៉ុន្មានអាចបង់បន្តជាមួយខុនដូបាន,2 hours ago
1434,ផេនហៅស៍ទំនេីបជាងគេ,"$339,945",Phnom Penh,លក់បង្ហេីយចំនួន3Unitផ្តល់ជូនពិសេស0123289820969249289,2 hours ago
1435,Flat Villa (Special and Mondern ),"$693,000",Phnom Penh,"V-30-08Size 313SqmFull Price $693,000Price After Discount $663,000Booking $5,000SPA Sign Contract 30%Pay",2 hours ago
1436,condo studio room សម្រាប់លក់,"$78,000",Preah Sihanouk,condo studio room សម្រាប់លក់condo ជាន់ទី១៧​ ថ្មីមិនទាន់ធ្លាប់ចូល​ស្នាក់នៅ​ទំហំ44sqm​ បែរមុខ​ sihanoukville c,2 hours ago
1437,Condo for sale (Down 30% Move in),"$86,084",Phnom Penh,"💥💥Tk StarUnit: 707Floor: 7Size : 52.49 sqm Final price: 86,084$———————————————Paym",2 hours ago
1438,Rose condo two bedroom with new interior design for sale /玫瑰豪华装修两房出售,"$250,000",Phnom Penh,Floor/楼层：High /高楼2 Bedroom/2室1厅 Size/面积：132m²Direction/方向：East 朝东Telegram/飞机号：@simsivteang,2 hours ago
1439,ខុនដូសម្រាប់លក់,"$140,000",Phnom Penh,"ប្រភេទ ១បន្ទប់គេង😍តម្លៃ​ ៖​ 13X,XXX USDទំហំចាប់ពី ៖​​ 58.64sqmថែមជូនគ្រឿងសង្ហារឹមពេញ (Smart-hom",2 hours ago
1440,Penthouse One Park សង់ហើយ100% ចូលនៅបានភ្លាមៗ,"$1,299,320",Phnom Penh,"Payment Down 30p% installment with Developer or Bank • Land Size: 8 hectares • Construction area: 330,000s",2 hours ago
1441,Luxury Phenthouse,"$3,683,080",Phnom Penh,"Luxury Penthouse 45th Floor After Decor and Fully Furniture Booking:$100,000SPA30%=$1,104,92370% Installm",2 hours ago
1442,Condo The Star Polaris 23,"$49,999",Phnom Penh,"ខុនដូនៅបុរីប៉េងហួតបឹងស្នោរ ត្រូវការលក់បន្ទាន់-ទំហំ៖ 30ម៉ែត្រការ៉េ ជាន់ទី១៨ បែរទៅទិសខាងត្បូង -មានបន្ទប់គេង១",2 hours ago
1443,The Star Polaris 23,"$49,999",Phnom Penh,-ខុនដូរ ជាន់ទី១៨ បែរទៅត្បូង មានទេសភាពខាងសួនអុឺរ៉ុប-ផ្តល់ជូនគ្រឿងសង្ហារឹមមួយឈុតដូចរូប មានទូខោអាវ វាំងនន សាឡុង ,2 hours ago
1444,The Penthouse Residence,"$350,000",Phnom Penh,The Penthouse Residence-ផ្តល់ជូនសំភារៈដូចជា៖ ម៉ាស៊ីនត្រជាក់ គ្រឿងសង្ហារឹម វាំងនន គ្រែ ពូក កម្រាលពូក សាឡុង តុ ,2 hours ago
1445,The Penthouse Residence,"$350,000",Phnom Penh,The Penthouse Residence-ផ្តល់ជូនសំភារៈដូចជា៖ ម៉ាស៊ីនត្រជាក់ គ្រឿងសង្ហារឹម វាំងនន គ្រែ ពូក កម្រាលពូក សាឡុង តុ ,2 hours ago
1446,2Bedroom River View,"$138,666",Phnom Penh,"Future CityUnit :901Size : (81.04m2 Gross,66.80m2 Net )Full Price:$163,133Sale Price:$138,663Typ : B1-",2 hours ago
1447,🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី ខណ្ឌសែនសុខ ត្រូវការលក់បន្ទាន់​,"$54,000",Phnom Penh,"(English Below)🏘ខុនដូ The Park Land TK (ជាន់​ទី5) នៅលើផ្លូវឧកញ៉ាម៉ុងឬទ្ធី (ភ្នំពេញថ្មី) ខណ្ឌសែនសុ",2 hours ago
1448,2Bedroom for sale at J-Tower 2 Condo  (No furniture),"$225,000",Phnom Penh,"Code: J21062Bedroom for sale at J-Tower 2 Condo (No furniture)• Location: Street 398, BKK1, Phnom Penh",2 hours ago
1449,"Studio Room Prices only $6x,xxx ជាប់ទន្លេមេគង្គ","$68,000",Phnom Penh,"𝐌𝐨𝐫𝐠𝐚𝐧 𝐄𝐧𝐌𝐚𝐢𝐬𝐨𝐧 Big promotion Studio Room price only $6x,xxxPayment termDown 30p% installment 3year Telegr",2 hours ago
1450,Penthouse ទួលគោកលក់បង្ហើយ,"$570,000",Phnom Penh,"🏢 ខុនដូ Time Square 2ស្ថិតនៅតំបន់មានសក្តានុពលសំណង់ហើយ 100% ✅ជាប្រភេទបន្ទប់ Penthouse[""\ud83d""]\",1 hour ago
1451,Star bay កំពង់សោម ,"$60,000",Preah Sihanouk,🏙ខុនដូ 𝐒𝐓𝐀𝐑 𝐁𝐀𝐘 កំពង់សោម       ☎️.016470918 តម្លៃត្រឹមតែ55000$ ឡេីងទៅទិញភ្លាមចូលនៅភ្លាមម,1 hour ago
1452,លក់ប្រញ៉ាប់ ខុនដូទួលគោក,"$75,000",Phnom Penh,"ខុនដូរទិញភ្លាមចូលនៅភ្លាមលក់បន្ទាន់2យូនីត ប្រភេទ Studio design 1bedroom ( បង់$22,500 ចូលនៅបានភ្លាម )[""\ud83d""]\",1 hour ago
1453,Condo orkide for sale,"$53,000",Phnom Penh,បន្ទប់ខុនដូអរគីដេ ២០០៤ សម្រាប់លក់តម្លៃ$53000 នៅជិតសាលាណតប្រ៊ីជមានសម្ភារ:ប្រើប្រាស់គ្រប់ *ទំហំ32ម៉ែត្រការ៉េ,1 hour ago
